steps, health, gold, time, win
415, -26, 90, 226, 0
256, -38, 0, 138, 0
411, -32, 70, 232, 0
388, -1, 0, 220, 0
254, -40, 80, 140, 0
335, -89, 0, 189, 0
477, 953, 330, 250, 1
249, -29, 230, 129, 0
745, 385, 830, 416, 1
334, -85, 40, 185, 0
174, -96, 0, 96, 0
156, -82, 0, 82, 0
279, -46, 60, 146, 0
460, -53, 50, 253, 0
891, 10, 550, 496, 1
204, -13, 0, 113, 0
337, -89, 0, 189, 0
302, -63, 30, 164, 0
754, -100, 410, 431, 0
303, -69, 10, 169, 0
368, -3, 20, 203, 0
312, -72, 0, 172, 0
189, -2, 0, 102, 0
189, -101, 0, 101, 0
215, -15, 190, 115, 0
279, -46, 180, 146, 0
575, 497, 320, 332, 1
199, -16, 50, 116, 0
252, -33, 0, 133, 0
590, 1684, 360, 317, 1
297, -60, 10, 160, 0
258, -40, 70, 140, 0
333, -86, 0, 186, 0
563, -80, 540, 311, 0
286, -60, 0, 160, 0
632, 1717, 910, 353, 1
233, -38, 30, 138, 0
210, -16, 40, 116, 0
161, -4, 0, 104, 0
112, -59, 0, 59, 0
414, -18, 20, 218, 0
214, -18, 0, 118, 0
627, 270, 410, 342, 1
155, -80, 0, 80, 0
267, -47, 0, 147, 0
615, -61, 20, 361, 0
184, -1, 20, 101, 0
406, -32, 30, 232, 0
372, -11, 90, 211, 0
250, -34, 160, 134, 0
515, -75, 600, 283, 0
408, -26, 20, 226, 0
279, -53, 0, 153, 0
516, 431, 460, 279, 1
365, -7, 20, 207, 0
594, 93, 260, 339, 1
304, -73, 10, 173, 0
413, -35, 90, 235, 0
373, -1, 40, 201, 0
421, -23, 530, 224, 0
814, 1396, 150, 455, 1
567, -39, 0, 339, 0
266, -52, 20, 152, 0
137, -73, 30, 73, 0
266, -42, 0, 142, 0
808, 1207, 120, 449, 1
188, -1, 0, 101, 0
646, 1952, 380, 351, 1
259, -40, 40, 140, 0
139, -74, 0, 74, 0
165, -91, 0, 91, 0
261, -34, 0, 134, 0
566, 1086, 190, 315, 1
234, -31, 70, 131, 0
481, 1049, 290, 256, 1
478, -86, 50, 286, 0
228, -22, 0, 122, 0
191, -9, 0, 109, 0
505, 146, 230, 298, 1
676, -9, 20, 409, 0
184, -1, 0, 101, 0
634, 1455, 470, 357, 1
123, -63, 0, 63, 0
521, -2, 50, 302, 0
223, -23, 80, 123, 0
567, -56, 110, 309, 0
603, 1251, 150, 332, 1
1120, 2544, 150, 669, 1
120, -66, 0, 66, 0
824, 3337, 140, 471, 1
186, -1, 0, 101, 0
1005, -1, 100, 602, 0
243, -33, 50, 133, 0
596, -40, 510, 332, 0
110, -59, 0, 59, 0
156, -82, 0, 82, 0
699, 562, 310, 394, 1
237, -31, 50, 131, 0
375, -17, 0, 217, 0
496, 641, 150, 265, 1
740, 17, 110, 405, 1
159, -86, 0, 86, 0
318, -80, 10, 180, 0
274, -47, 0, 147, 0
102, -61, 10, 61, 0
200, -6, 0, 106, 0
286, -52, 30, 152, 0
438, 2363, 480, 253, 1
175, -96, 0, 96, 0
490, -18, 50, 287, 0
295, -66, 0, 166, 0
190, -5, 0, 105, 0
293, -53, 160, 153, 0
198, -15, 0, 115, 0
483, -21, 310, 273, 0
159, -88, 0, 88, 0
114, -62, 20, 62, 0
93, -49, 0, 49, 0
471, -59, 350, 259, 0
385, -9, 70, 209, 0
323, -82, 110, 182, 0
1039, -23, 30, 623, 0
174, -1, 0, 101, 0
205, -14, 0, 114, 0
155, -86, 10, 86, 0
734, -42, 10, 442, 0
230, -26, 0, 126, 0
186, -8, 90, 108, 0
308, -65, 280, 165, 0
620, 2068, 470, 345, 1
356, -94, 0, 194, 0
147, -87, 0, 87, 0
310, -70, 40, 170, 0
187, -6, 0, 106, 0
357, -93, 140, 193, 0
713, 2107, 110, 402, 1
394, -14, 20, 214, 0
506, -11, 40, 311, 0
318, -73, 130, 173, 0
310, -74, 10, 174, 0
394, -17, 50, 217, 0
384, -32, 20, 232, 0
217, -14, 100, 114, 0
457, -87, 450, 242, 0
280, -51, 210, 151, 0
541, -1, 100, 301, 0
164, -93, 0, 93, 0
129, -70, 0, 70, 0
122, -70, 0, 70, 0
192, -5, 0, 105, 0
439, -53, 0, 253, 0
279, -52, 30, 152, 0
101, -56, 0, 56, 0
187, -1, 0, 101, 0
673, 1379, 670, 372, 1
462, -60, 0, 260, 0
217, -15, 0, 115, 0
518, -88, 150, 288, 0
200, -20, 0, 120, 0
183, -96, 10, 96, 0
284, -66, 0, 166, 0
308, -78, 30, 178, 0
333, -85, 120, 185, 0
306, -69, 0, 169, 0
343, -98, 60, 198, 0
222, -19, 80, 119, 0
701, 35, 180, 390, 1
148, -84, 0, 84, 0
228, -22, 0, 122, 0
376, -9, 60, 209, 0
338, -86, 20, 186, 0
767, 2231, 220, 424, 1
258, -39, 10, 139, 0
702, 616, 490, 387, 1
564, 2054, 390, 303, 1
190, -96, 0, 96, 0
434, -35, 120, 235, 0
280, -49, 20, 149, 0
696, -97, 380, 402, 0
181, -1, 0, 101, 0
631, 2147, 120, 354, 1
741, 3696, 320, 424, 1
324, -80, 40, 180, 0
109, -58, 0, 58, 0
432, -57, 130, 257, 0
477, -65, 20, 265, 0
305, -66, 50, 166, 0
755, -70, 10, 470, 0
108, -55, 0, 55, 0
230, -19, 100, 119, 0
281, -61, 0, 161, 0
141, -78, 0, 78, 0
350, -84, 90, 184, 0
244, -76, 70, 126, 0
412, -46, 30, 246, 0
113, -63, 0, 63, 0
269, -51, 0, 151, 0
357, -6, 0, 206, 0
255, -36, 20, 136, 0
699, 120, 490, 392, 1
788, 1932, 290, 421, 1
152, -86, 0, 86, 0
592, 168, 550, 333, 1
191, -101, 0, 101, 0
612, -52, 10, 352, 0
736, 82, 410, 419, 1
427, -32, 110, 232, 0
686, 2331, 520, 375, 1
151, -80, 0, 80, 0
309, -96, 0, 196, 0
135, -71, 10, 71, 0
311, -69, 60, 169, 0
298, -66, 0, 166, 0
990, -1, 10, 601, 0
501, 1383, 160, 280, 1
812, 1210, 110, 451, 1
276, -50, 30, 150, 0
283, -51, 0, 151, 0
235, -25, 40, 125, 0
689, 1838, 780, 388, 1
461, -81, 20, 281, 0
943, 2793, 220, 518, 1
492, 895, 180, 273, 1
356, -96, 20, 196, 0
345, -89, 100, 189, 0
260, -43, 0, 143, 0
763, 1667, 120, 434, 1
285, -52, 10, 152, 0
442, -87, 170, 240, 0
339, -83, 120, 183, 0
289, -63, 70, 163, 0
233, -25, 0, 125, 0
227, -26, 90, 126, 0
137, -74, 0, 74, 0
590, 3077, 120, 325, 1
468, -55, 50, 255, 0
618, 1292, 660, 339, 1
815, -80, 370, 480, 0
326, -85, 100, 185, 0
322, -78, 0, 178, 0
579, -12, 40, 317, 0
575, -31, 20, 331, 0
580, 1645, 370, 323, 1
303, -67, 10, 167, 0
178, -99, 0, 99, 0
227, -32, 0, 132, 0
236, -27, 0, 127, 0
155, -88, 0, 88, 0
133, -74, 0, 74, 0
136, -78, 0, 78, 0
837, 2587, 110, 470, 1
300, -66, 50, 166, 0
117, -65, 0, 65, 0
91, -49, 0, 49, 0
132, -81, 0, 81, 0
123, -64, 30, 64, 0
814, 1366, 140, 485, 1
487, -73, 100, 273, 0
387, -21, 270, 221, 0
649, -81, 10, 381, 0
611, 684, 240, 332, 1
525, 1768, 110, 284, 1
323, -81, 40, 181, 0
727, -54, 130, 409, 0
760, 1365, 550, 411, 1
351, -96, 70, 196, 0
476, 1594, 120, 265, 1
236, -25, 0, 125, 0
346, -97, 70, 197, 0
352, -94, 20, 194, 0
177, -7, 0, 107, 0
1317, -10, 60, 810, 0
225, -20, 40, 120, 0
378, -16, 50, 216, 0
274, -45, 0, 145, 0
744, 1507, 270, 407, 1
810, 1617, 380, 471, 1
217, -18, 0, 118, 0
244, -33, 0, 133, 0
108, -60, 0, 60, 0
389, -38, 220, 216, 0
223, -32, 0, 132, 0
634, 464, 280, 345, 1
617, -29, 1110, 333, 0
244, -38, 0, 138, 0
228, -33, 20, 133, 0
116, -67, 0, 67, 0
636, 2464, 230, 339, 1
308, -82, 0, 182, 0
614, -68, 30, 368, 0
395, -62, 80, 212, 0
832, 2559, 400, 457, 1
380, -9, 60, 209, 0
512, -13, 710, 285, 0
233, -25, 0, 125, 0
189, -97, 30, 97, 0
452, -58, 10, 262, 0
365, -100, 50, 200, 0
572, 1696, 450, 305, 1
177, -101, 0, 101, 0
390, -13, 130, 213, 0
276, -68, 0, 168, 0
422, -31, 70, 231, 0
280, -47, 0, 147, 0
90, -45, 40, 45, 0
1044, 4650, 130, 601, 1
348, -98, 0, 198, 0
154, -83, 0, 83, 0
322, -74, 40, 174, 0
922, -93, 170, 544, 0
296, -63, 0, 163, 0
293, -64, 20, 164, 0
337, -86, 40, 186, 0
300, -64, 50, 164, 0
211, -17, 0, 117, 0
261, -39, 40, 139, 0
260, -40, 0, 140, 0
176, -1, 0, 101, 0
146, -83, 0, 83, 0
122, -65, 0, 65, 0
752, 117, 150, 439, 1
177, -1, 0, 101, 0
717, 3, 420, 398, 1
237, -29, 10, 129, 0
144, -78, 0, 78, 0
415, -30, 120, 230, 0
114, -62, 0, 62, 0
509, 38, 110, 286, 1
174, -94, 0, 94, 0
234, -39, 110, 139, 0
284, -63, 0, 163, 0
316, -71, 110, 171, 0
174, -96, 40, 96, 0
268, -47, 90, 147, 0
91, -49, 0, 49, 0
260, -43, 170, 143, 0
638, 2063, 160, 357, 1
278, -44, 10, 144, 0
134, -83, 0, 83, 0
495, -89, 210, 289, 0
109, -56, 0, 56, 0
281, -54, 70, 154, 0
591, 2577, 190, 332, 1
748, -51, 100, 451, 0
1022, 244, 110, 575, 1
181, -97, 0, 97, 0
361, -1, 0, 201, 0
259, -43, 70, 143, 0
318, -73, 0, 173, 0
593, -1, 30, 340, 0
1272, 280, 350, 737, 1
478, -39, 140, 275, 0
750, 834, 120, 417, 1
583, -37, 30, 337, 0
309, -64, 0, 164, 0
509, -87, 30, 287, 0
771, 192, 320, 450, 1
171, -94, 0, 94, 0
192, -2, 0, 102, 0
201, -7, 0, 107, 0
191, -7, 0, 107, 0
250, -39, 30, 139, 0
320, -75, 120, 175, 0
338, -85, 0, 185, 0
587, 2386, 340, 332, 1
405, -28, 200, 228, 0
323, -83, 70, 183, 0
668, 1805, 670, 369, 1
138, -76, 0, 76, 0
430, -32, 530, 232, 0
334, -73, 120, 178, 0
2374, 780, 130, 1481, 1
181, -1, 0, 101, 0
777, -76, 100, 476, 0
245, -36, 140, 136, 0
237, -32, 70, 132, 0
552, 204, 270, 319, 1
343, -87, 480, 187, 0
383, -12, 60, 212, 0
219, -18, 30, 118, 0
588, 1128, 180, 339, 1
355, -98, 80, 198, 0
1000, 240, 120, 573, 1
580, -59, 320, 309, 0
229, -31, 40, 131, 0
590, 3176, 290, 327, 1
620, 976, 350, 339, 1
503, -90, 50, 290, 0
173, -98, 0, 98, 0
386, -42, 0, 242, 0
104, -55, 0, 55, 0
133, -79, 0, 79, 0
634, -100, 230, 360, 0
346, -42, 10, 192, 0
127, -67, 80, 67, 0
711, -13, 100, 415, 0
262, -55, 0, 155, 0
252, -37, 30, 137, 0
417, -43, 40, 243, 0
214, -30, 0, 130, 0
289, -49, 200, 149, 0
650, 252, 330, 353, 1
519, -26, 20, 286, 0
258, -50, 70, 150, 0
305, -59, 0, 159, 0
285, -60, 0, 160, 0
608, 1384, 130, 331, 1
605, 73, 110, 340, 1
204, -10, 60, 110, 0
202, -5, 0, 105, 0
264, -45, 20, 145, 0
283, -51, 0, 151, 0
183, -1, 0, 101, 0
314, -78, 70, 178, 0
174, -101, 0, 101, 0
358, -5, 40, 205, 0
295, -64, 0, 164, 0
170, -92, 0, 92, 0
502, 1738, 150, 277, 1
422, -46, 30, 246, 0
375, -11, 0, 211, 0
361, -91, 50, 191, 0
269, -38, 60, 138, 0
276, -50, 10, 150, 0
370, -7, 80, 207, 0
527, -1, 440, 304, 0
348, -89, 30, 189, 0
676, 1735, 650, 367, 1
979, 720, 420, 584, 1
286, -54, 150, 154, 0
820, 551, 520, 455, 1
548, 2459, 540, 295, 1
635, 1005, 300, 350, 1
497, -72, 150, 272, 0
943, 2170, 860, 528, 1
303, -70, 20, 170, 0
255, -34, 80, 134, 0
661, 154, 300, 358, 1
268, -42, 80, 142, 0
271, -56, 20, 156, 0
140, -74, 0, 74, 0
667, -87, 20, 387, 0
650, 1789, 270, 363, 1
323, -83, 60, 183, 0
199, -8, 0, 108, 0
553, 1599, 150, 302, 1
174, -95, 70, 95, 0
752, 564, 670, 437, 1
232, -32, 0, 132, 0
247, -33, 0, 133, 0
148, -78, 0, 78, 0
797, 2298, 110, 456, 1
667, 1647, 320, 366, 1
228, -27, 70, 127, 0
155, -81, 0, 81, 0
833, 1591, 400, 460, 1
292, -55, 40, 155, 0
129, -71, 0, 71, 0
267, -42, 0, 142, 0
255, -35, 0, 135, 0
224, -19, 0, 119, 0
290, -61, 0, 161, 0
544, -46, 190, 300, 0
709, 862, 130, 394, 1
159, -85, 10, 85, 0
676, 195, 120, 369, 1
349, -98, 0, 198, 0
302, -73, 10, 173, 0
197, -8, 0, 108, 0
365, -99, 0, 199, 0
250, -36, 10, 136, 0
297, -62, 0, 162, 0
315, -77, 0, 177, 0
701, 623, 540, 378, 1
271, -54, 70, 154, 0
248, -34, 180, 134, 0
291, -68, 0, 168, 0
114, -61, 0, 61, 0
362, -1, 30, 201, 0
236, -29, 50, 129, 0
350, -93, 100, 193, 0
315, -73, 40, 173, 0
239, -27, 0, 127, 0
573, -13, 150, 313, 0
343, -84, 10, 184, 0
349, -5, 70, 205, 0
201, -8, 0, 108, 0
156, -86, 60, 86, 0
295, -64, 0, 164, 0
477, 1045, 420, 256, 1
265, -43, 0, 143, 0
707, 1047, 120, 404, 1
1081, -40, 20, 640, 0
428, -47, 100, 247, 0
270, -51, 40, 151, 0
1177, 1328, 300, 682, 1
584, 787, 420, 317, 1
542, -10, 70, 310, 0
480, -21, 50, 273, 0
301, -63, 0, 163, 0
241, -73, 280, 123, 0
224, -18, 0, 118, 0
193, -1, 0, 101, 0
646, 2807, 400, 361, 1
182, -97, 0, 97, 0
306, -68, 0, 168, 0
452, -52, 200, 252, 0
416, -32, 0, 232, 0
333, -80, 250, 181, 0
592, -49, 20, 349, 0
358, -1, 0, 201, 0
595, 2719, 190, 332, 1
594, 182, 280, 337, 1
225, -21, 0, 121, 0
306, -66, 50, 166, 0
1216, -50, 480, 715, 0
316, -73, 80, 173, 0
220, -19, 10, 119, 0
298, -66, 30, 166, 0
183, -3, 10, 103, 0
151, -83, 0, 83, 0
490, -64, 50, 264, 0
302, -75, 0, 175, 0
328, -79, 70, 179, 0
182, -99, 0, 99, 0
778, 1348, 300, 455, 1
199, -7, 0, 107, 0
120, -63, 0, 63, 0
161, -85, 0, 85, 0
363, -11, 20, 211, 0
978, 15, 110, 603, 1
134, -77, 0, 77, 0
1125, -5, 180, 655, 0
131, -68, 0, 68, 0
633, 860, 200, 352, 1
299, -64, 30, 164, 0
367, -4, 10, 204, 0
673, 1012, 230, 360, 1
541, 1052, 330, 308, 1
560, -60, 300, 316, 0
279, -50, 0, 150, 0
354, -5, 60, 205, 0
235, -22, 120, 122, 0
123, -72, 0, 72, 0
289, -56, 60, 156, 0
157, -84, 0, 84, 0
112, -59, 50, 59, 0
259, -39, 40, 139, 0
222, -18, 0, 118, 0
334, -90, 30, 190, 0
722, -32, 40, 432, 0
438, -46, 10, 246, 0
364, -1, 40, 201, 0
294, -54, 60, 154, 0
105, -53, 0, 53, 0
463, -68, 40, 268, 0
121, -68, 0, 68, 0
137, -84, 30, 84, 0
283, -58, 10, 158, 0
334, -84, 90, 184, 0
813, 1264, 180, 446, 1
635, 68, 250, 358, 1
302, -66, 0, 166, 0
324, -84, 0, 184, 0
1511, 1483, 140, 918, 1
275, -53, 10, 153, 0
689, -1, 270, 401, 0
391, -13, 60, 213, 0
262, -43, 170, 143, 0
200, -8, 0, 108, 0
449, -69, 20, 269, 0
209, -12, 0, 112, 0
397, -17, 0, 217, 0
593, 2594, 400, 316, 1
137, -74, 0, 74, 0
436, -52, 310, 252, 0
478, 557, 190, 263, 1
366, -2, 100, 202, 0
395, -31, 10, 231, 0
200, -10, 80, 110, 0
367, -6, 20, 206, 0
262, -35, 120, 135, 0
326, -86, 30, 186, 0
386, -21, 20, 221, 0
236, -26, 0, 126, 0
124, -67, 0, 67, 0
212, -11, 70, 111, 0
135, -75, 0, 75, 0
656, 813, 280, 365, 1
254, -39, 0, 139, 0
434, -57, 10, 257, 0
479, -59, 30, 259, 0
202, -18, 0, 118, 0
138, -74, 40, 74, 0
365, -89, 80, 189, 0
389, -15, 0, 215, 0
390, -11, 20, 211, 0
547, 259, 160, 300, 1
321, -66, 20, 166, 0
242, -37, 0, 137, 0
272, -42, 110, 142, 0
369, -2, 30, 202, 0
257, -47, 0, 147, 0
327, -79, 50, 180, 0
182, -94, 0, 94, 0
294, -62, 0, 162, 0
449, -50, 60, 250, 0
697, 650, 220, 396, 1
374, -19, 80, 219, 0
534, -27, 40, 292, 0
768, 574, 830, 427, 1
237, -27, 0, 127, 0
1281, 1164, 110, 758, 1
570, -1, 290, 301, 0
415, -36, 0, 236, 0
671, 1154, 230, 360, 1
196, -6, 0, 106, 0
176, -95, 0, 95, 0
557, -1, 30, 313, 0
569, -1, 340, 307, 0
647, 2602, 330, 350, 1
362, -1, 80, 201, 0
477, -64, 90, 264, 0
376, -12, 0, 212, 0
878, -1, 30, 512, 0
494, -62, 120, 262, 0
492, -87, 30, 287, 0
238, -38, 0, 138, 0
343, -92, 110, 192, 0
330, -83, 0, 183, 0
475, -55, 170, 256, 0
157, -93, 0, 93, 0
271, -49, 0, 149, 0
742, -16, 690, 428, 0
126, -66, 0, 66, 0
737, -1, 120, 413, 0
355, -85, 110, 185, 0
318, -72, 0, 172, 0
435, -29, 50, 229, 0
517, -2, 50, 305, 0
976, 335, 120, 581, 1
365, -94, 40, 194, 0
292, -66, 20, 166, 0
171, -3, 20, 103, 0
214, -14, 0, 114, 0
547, 753, 110, 302, 1
118, -61, 0, 61, 0
364, -7, 30, 207, 0
180, -97, 0, 97, 0
536, -1, 20, 301, 0
164, -88, 0, 88, 0
121, -68, 0, 68, 0
351, -6, 40, 206, 0
2207, 280, 150, 1386, 1
309, -74, 40, 174, 0
420, -75, 50, 232, 0
274, -47, 0, 147, 0
93, -48, 0, 48, 0
637, 2801, 130, 360, 1
345, -97, 70, 197, 0
136, -73, 0, 73, 0
277, -50, 80, 150, 0
222, -28, 0, 128, 0
293, -60, 30, 160, 0
307, -73, 10, 173, 0
284, -61, 0, 161, 0
327, -77, 0, 177, 0
187, -1, 0, 101, 0
293, -58, 0, 158, 0
514, 636, 180, 273, 1
692, 1457, 190, 397, 1
372, -7, 320, 207, 0
234, -25, 0, 125, 0
228, -24, 0, 124, 0
821, -1, 10, 501, 0
93, -52, 0, 52, 0
575, 1377, 120, 324, 1
291, -52, 40, 156, 0
211, -12, 0, 112, 0
245, -35, 90, 135, 0
541, -1, 160, 301, 0
715, -1, 330, 401, 0
529, 1414, 110, 294, 1
598, -1, 20, 358, 0
225, -20, 0, 120, 0
105, -58, 0, 58, 0
218, -19, 0, 119, 0
374, -2, 120, 202, 0
395, -23, 20, 223, 0
155, -81, 0, 81, 0
79, -41, 0, 41, 0
152, -80, 0, 80, 0
240, -26, 0, 126, 0
300, -68, 80, 168, 0
570, -27, 10, 327, 0
232, -25, 40, 125, 0
609, -36, 20, 337, 0
97, -51, 0, 51, 0
156, -84, 0, 84, 0
319, -79, 0, 179, 0
592, 384, 280, 327, 1
541, 1305, 130, 308, 1
184, -97, 0, 97, 0
567, 395, 240, 316, 1
328, -80, 40, 180, 0
277, -55, 60, 155, 0
264, -48, 100, 148, 0
513, 579, 340, 272, 1
308, -69, 10, 169, 0
252, -37, 130, 137, 0
324, -72, 100, 172, 0
287, -61, 0, 161, 0
211, -12, 80, 112, 0
296, -58, 0, 158, 0
120, -67, 0, 67, 0
228, -24, 0, 124, 0
161, -90, 0, 90, 0
364, -45, 250, 196, 0
714, -32, 0, 432, 0
784, 472, 320, 431, 1
295, -55, 60, 155, 0
587, 2481, 300, 322, 1
764, 307, 490, 433, 1
303, -74, 180, 174, 0
476, 2452, 140, 257, 1
1115, 1205, 150, 656, 1
253, -42, 50, 142, 0
655, 354, 270, 374, 1
289, -60, 80, 160, 0
585, 1592, 110, 322, 1
499, -65, 220, 265, 0
486, -16, 340, 273, 0
294, -55, 40, 155, 0
285, -64, 0, 164, 0
249, -34, 0, 134, 0
358, -93, 10, 193, 0
219, -16, 60, 116, 0
567, 2093, 120, 316, 1
242, -27, 0, 127, 0
512, -1, 30, 301, 0
210, -16, 0, 116, 0
150, -83, 30, 83, 0
376, -8, 140, 208, 0
326, -82, 80, 182, 0
280, -65, 20, 165, 0
255, -41, 50, 141, 0
423, -40, 90, 240, 0
266, -45, 40, 145, 0
696, 1185, 400, 387, 1
339, -97, 30, 197, 0
569, -30, 220, 330, 0
710, 1615, 480, 391, 1
529, 2059, 120, 292, 1
165, -90, 0, 90, 0
393, -10, 70, 213, 0
124, -69, 0, 69, 0
749, -22, 460, 433, 0
316, -71, 70, 171, 0
763, 471, 520, 430, 1
248, -83, 10, 133, 0
142, -84, 0, 84, 0
325, -87, 20, 187, 0
409, -29, 50, 229, 0
515, -14, 40, 314, 0
598, 687, 150, 323, 1
252, -35, 80, 135, 0
375, -96, 180, 198, 0
892, 2676, 130, 481, 1
249, -44, 0, 144, 0
406, -52, 10, 252, 0
190, -2, 0, 102, 0
291, -56, 30, 156, 0
552, -46, 100, 310, 0
480, -67, 150, 267, 0
259, -43, 0, 143, 0
357, -99, 0, 199, 0
393, -96, 480, 225, 0
314, -76, 90, 176, 0
618, 658, 530, 343, 1
275, -52, 80, 152, 0
364, -100, 0, 200, 0
73, -37, 0, 37, 0
88, -47, 0, 47, 0
358, -87, 0, 187, 0
187, -10, 0, 110, 0
440, -60, 50, 260, 0
493, -84, 30, 284, 0
155, -83, 0, 83, 0
103, -56, 0, 56, 0
177, -93, 30, 93, 0
162, -87, 10, 87, 0
469, -60, 180, 260, 0
167, -92, 0, 92, 0
142, -79, 0, 79, 0
269, -53, 20, 153, 0
1016, 1976, 120, 577, 1
262, -45, 110, 145, 0
414, -30, 0, 230, 0
193, -7, 30, 107, 0
204, -10, 100, 110, 0
362, -7, 120, 207, 0
637, -84, 10, 384, 0
771, -1, 10, 453, 0
106, -55, 0, 55, 0
468, -71, 30, 271, 0
478, -93, 0, 293, 0
789, 2351, 620, 434, 1
590, 2083, 390, 331, 1
349, -82, 0, 182, 0
484, -57, 80, 257, 0
114, -64, 30, 64, 0
312, -74, 0, 174, 0
604, 2931, 150, 327, 1
723, -1, 410, 407, 0
297, -61, 0, 161, 0
324, -29, 60, 179, 0
515, -27, 30, 278, 0
285, -58, 0, 158, 0
182, -1, 0, 101, 0
274, -56, 50, 156, 0
314, -73, 0, 173, 0
158, -82, 0, 82, 0
429, -45, 50, 245, 0
586, -60, 910, 318, 0
245, -30, 0, 130, 0
346, -1, 70, 201, 0
325, -81, 40, 181, 0
520, 32, 450, 299, 1
232, -31, 90, 131, 0
539, 57, 110, 304, 1
371, -10, 20, 210, 0
333, -88, 30, 188, 0
501, -92, 20, 292, 0
338, -88, 10, 188, 0
171, -88, 40, 88, 0
515, 1876, 180, 286, 1
367, -101, 40, 201, 0
296, -57, 70, 157, 0
478, 648, 110, 253, 1
630, -49, 40, 355, 0
173, -97, 0, 97, 0
416, -36, 0, 236, 0
281, -58, 10, 158, 0
361, -100, 20, 200, 0
618, -22, 300, 339, 0
300, -72, 110, 172, 0
265, -49, 0, 149, 0
652, 649, 370, 353, 1
497, 1545, 130, 272, 1
219, -15, 0, 115, 0
602, -59, 110, 359, 0
265, -49, 0, 149, 0
311, -65, 40, 165, 0
485, -79, 20, 279, 0
213, -21, 0, 121, 0
254, -34, 0, 134, 0
316, -72, 80, 172, 0
271, -45, 0, 145, 0
167, -88, 0, 88, 0
506, -92, 30, 292, 0
92, -49, 30, 49, 0
214, -15, 0, 115, 0
139, -77, 80, 77, 0
141, -76, 0, 76, 0
637, 643, 550, 358, 1
239, -36, 0, 136, 0
953, 458, 580, 548, 1
698, 1826, 190, 399, 1
280, -51, 120, 151, 0
250, -31, 0, 131, 0
213, -22, 0, 122, 0
299, -62, 130, 162, 0
199, -12, 10, 112, 0
816, 5302, 180, 449, 1
191, -2, 0, 102, 0
577, -46, 10, 346, 0
285, -59, 0, 159, 0
138, -72, 70, 72, 0
218, -13, 80, 113, 0
263, -40, 80, 140, 0
276, -45, 0, 145, 0
105, -56, 0, 56, 0
192, -12, 0, 112, 0
357, -1, 0, 201, 0
365, -4, 30, 204, 0
357, -1, 40, 201, 0
573, 1097, 480, 314, 1
181, -1, 0, 101, 0
394, -13, 70, 213, 0
220, -17, 30, 117, 0
299, -64, 50, 164, 0
286, -55, 0, 155, 0
290, -57, 60, 157, 0
379, -1, 50, 201, 0
228, -22, 0, 122, 0
468, -67, 10, 267, 0
371, -1, 90, 201, 0
135, -77, 0, 77, 0
347, -93, 10, 193, 0
100, -53, 0, 53, 0
219, -17, 0, 117, 0
163, -89, 0, 89, 0
415, -33, 110, 233, 0
318, -75, 10, 175, 0
344, -99, 40, 199, 0
371, -13, 20, 213, 0
544, -1, 50, 301, 0
465, -66, 40, 266, 0
503, 2229, 290, 276, 1
458, -101, 670, 254, 0
256, -42, 0, 142, 0
145, -76, 0, 76, 0
129, -65, 20, 65, 0
226, -25, 0, 125, 0
170, -87, 170, 87, 0
296, -76, 50, 176, 0
744, 90, 430, 415, 1
280, -49, 40, 149, 0
176, -97, 0, 97, 0
97, -54, 0, 54, 0
615, 72, 390, 346, 1
320, -76, 0, 176, 0
103, -57, 20, 57, 0
282, -53, 0, 153, 0
917, 457, 200, 520, 1
148, -81, 0, 81, 0
190, -1, 0, 101, 0
674, 249, 320, 379, 1
895, 3607, 110, 500, 1
138, -85, 0, 85, 0
739, 1039, 120, 428, 1
366, -101, 190, 201, 0
615, 696, 350, 352, 1
294, -65, 0, 165, 0
112, -64, 0, 64, 0
294, -58, 30, 158, 0
162, -94, 0, 94, 0
180, -1, 0, 101, 0
338, -33, 40, 183, 0
364, -101, 230, 201, 0
267, -47, 0, 147, 0
257, -38, 30, 138, 0
213, -14, 0, 114, 0
192, -100, 0, 100, 0
539, -1, 40, 301, 0
306, -63, 0, 163, 0
358, -98, 100, 198, 0
84, -46, 0, 46, 0
267, -51, 0, 151, 0
497, 638, 300, 268, 1
482, -1, 30, 301, 0
322, -81, 80, 181, 0
275, -45, 270, 149, 0
348, -95, 10, 195, 0
237, -29, 20, 129, 0
156, -83, 0, 83, 0
133, -72, 70, 72, 0
122, -68, 0, 68, 0
700, 38, 270, 387, 1
163, -87, 0, 87, 0
134, -73, 0, 73, 0
652, 1426, 170, 375, 1
357, -95, 130, 195, 0
428, -46, 90, 246, 0
252, -42, 0, 142, 0
312, -77, 0, 177, 0
506, -78, 50, 278, 0
777, 366, 120, 436, 1
338, -86, 0, 186, 0
491, -93, 60, 293, 0
514, -84, 10, 284, 0
604, -53, 10, 353, 0
553, 757, 110, 304, 1
222, -17, 140, 117, 0
254, -35, 60, 135, 0
205, -21, 20, 121, 0
237, -27, 90, 127, 0
94, -52, 0, 52, 0
298, -64, 0, 164, 0
170, -1, 0, 101, 0
208, -9, 0, 109, 0
370, -17, 0, 217, 0
185, -1, 0, 101, 0
702, 190, 300, 403, 1
278, -46, 60, 146, 0
346, -100, 0, 200, 0
1686, 2550, 120, 1017, 1
200, -16, 0, 116, 0
324, -77, 0, 177, 0
625, 401, 130, 350, 1
